id	name	type	type_id
11007	Risk	CONCEPT	8
11009	German Police	ORG/GOV	6
11010	San Francisco Police	ORG/GOV	6
11011	SB 8	CONCEPT	8
11012	Abdel Fattah al-Burhan	PERSON	0
11013	Mehdi Nemmouche	PERSON	0
11014	SOFR	FIN_INSTRUMENT	4
11015	Meg Whitman	PERSON	0
11016	Rising Mortgage Rates	CONCEPT	8
11017	Ghulam Sarwar Khan	PERSON	0
11018	Federal law	CONCEPT	8
11019	Medical Care	CONCEPT	8
11020	Federal health officials	ORG/GOV	6
11021	South Bend, Ind.	GPE	1
11022	SBU	ORG	5
11023	West Coast	GPE	1
11024	Conservative Majority	CONCEPT	8
11025	Preqin	ORG	5
11026	Trump Tower in Moscow	PRODUCT	10
11027	Accounting Fraud	CONCEPT	8
11028	Consultants	ORG	5
11029	Bank Reserves	FIN_INSTRUMENT	4
11030	Crypto World	SECTOR	11
11031	United States allies	GPE	1
11032	Brexit deadline	CONCEPT	8
11033	Trump National Doral Miami	ORG	5
11034	Adams Funds	ORG	5
11035	Current Account Balance	ECON_INDICATOR	9
11036	Casualties	CONCEPT	8
11037	Bank Assets	FIN_INSTRUMENT	4
11038	U.S. Troops in Iraq	ORG	5
11039	Asset-Management Business	SECTOR	11
11040	Brexit strategy	CONCEPT	8
11041	Casino Industry	SECTOR	11
11042	Ad Sales	CONCEPT	8
11043	Cash App	PRODUCT	10
11044	Crypto Token	FIN_INSTRUMENT	4
11045	U.S. Troop Withdrawal	EVENT	3
11046	Water Infrastructure	CONCEPT	8
11047	Coronavirus Package	CONCEPT	8
11048	Conservatism	CONCEPT	8
11049	Treasury debt auctions	EVENT	3
11050	iPhone 11	PRODUCT	10
11051	Treasury bond yields	FIN_INSTRUMENT	4
11052	Warn	CONCEPT	8
11053	2016 Presidential Race	EVENT	3
11055	Waldorf Astoria	ORG	5
11056	Constitutional Right	CONCEPT	8
11057	Assets Management	SECTOR	11
11058	Australian Prime Minister	ORG/GOV	6
11059	Accounting Firms	ORG	5
11060	Customer Funds	CONCEPT	8
11061	Additional Funding	FIN_INSTRUMENT	4
11062	Voting System	CONCEPT	8
11063	Richard Biehl	PERSON	0
11064	Vaccine Quality	CONCEPT	8
11065	Bridge	PRODUCT	10
11066	Consulting Services	SECTOR	11
11067	Accusations	CONCEPT	8
11068	Brexit Proposal	EVENT	3
11069	Cryptocurrency Oversight	CONCEPT	8
11071	Vaccine Shot	CONCEPT	8
11072	Breast Cancer	CONCEPT	8
11073	Abortion Procedure	CONCEPT	8
11074	Acquisition of Activision Blizzard Inc.	EVENT	3
11075	Vulnerability	CONCEPT	8
11077	Coal Producers	SECTOR	11
11078	Conservative Groups	ORG	5
11079	Caucuses	EVENT	3
11080	Coalition Agreement	CONCEPT	8
11081	Currency Depreciation	ECON_INDICATOR	9
11082	Ad Revenue	CONCEPT	8
11083	Universal Background Checks	CONCEPT	8
11084	Bank Liquidity	CONCEPT	8
11085	Water Resources	CONCEPT	8
11086	Yield Curve Control	CONCEPT	8
11087	Water Utilities	SECTOR	11
11088	Cuomo Campaign	ORG	5
11089	CS First Boston	ORG	5
11090	Deadline	CONCEPT	8
11091	West Freeway Church of Christ	ORG	5
11092	Del Rio	GPE	1
11093	Andrew Chamberlain	PERSON	0
11094	Stefan Gerlach	PERSON	0
11095	Demonstrations	EVENT	3
11096	Indian Currency	FIN_INSTRUMENT	4
11097	South Korean economy	ECON_INDICATOR	9
11098	Industrial Output	CONCEPT	8
11099	Industrial Companies	SECTOR	11
11100	Diane Black	PERSON	0
11101	Daniel Och	PERSON	0
11102	Indonesia’s central bank	ORG/GOV	6
11104	Wage increases	CONCEPT	8
11105	State Budget	CONCEPT	8
11106	Southern Africa	GPE	1
11107	Profits	CONCEPT	8
11108	Developing Nations	GPE	1
11109	Southern Baptist Convention	ORG	5
11110	Southern District of New York	GPE	1
11111	Southern Europe	GPE	1
11113	Danielle Hale	PERSON	0
11114	Daniel Elwell	PERSON	0
11115	Wesley Ira Purkey	PERSON	0
11116	Soren Skou	PERSON	0
11117	Power Shortages	EVENT	3
11119	Industrial Stocks	FIN_INSTRUMENT	4
11120	House impeachment managers	ORG	5
11121	MI5	ORG/GOV	6
11122	Definers Public Affairs	ORG	5
11123	Start-ups	SECTOR	11
11124	Warehouse Space	CONCEPT	8
11125	Davos	EVENT	3
11126	Authoritarian Regime	CONCEPT	8
11127	2% Target	CONCEPT	8
11128	2% Inflation	CONCEPT	8
11129	Autism	CONCEPT	8
11130	U.S. pressure	EVENT	3
11131	Treason	CONCEPT	8
11132	Components	PRODUCT	10
11133	Avdiivka	GPE	1
11134	Caixin China services purchasing managers index	CONCEPT	8
11135	Daughter	PERSON	0
11136	Concealed Carry Improvement Act	EVENT	3
11137	Capital-Gains Taxes	CONCEPT	8
11138	Additional Tariffs on Chinese Goods	ECON_INDICATOR	9
11139	Asymptomatic Cases	CONCEPT	8
11141	Bribery Charges	EVENT	3
11142	Immigration	CONCEPT	8
11143	State Laws	CONCEPT	8
11144	Mr. Li	PERSON	0
11145	Immigration Policies	CONCEPT	8
11146	Delta surge	EVENT	3
11147	Immigration Bill	CONCEPT	8
11149	Immigration Advocates	PERSON	0
11150	Stanford	ORG	5
11152	Waukesha	GPE	1
11153	Prime Minister Jacinda Ardern	PERSON	0
11154	Davidson College	ORG	5
11155	Adam Kamins	PERSON	0
11156	European Union countries	GPE	1
11157	Santa Barbara County	GPE	1
11158	Rebekah Mercer	PERSON	0
11159	Health Care Providers	ORG	5
11160	Mark Herring	PERSON	0
11163	Heavy Rain	EVENT	3
11164	Real Capital Analytics	ORG	5
11165	Economic Sentiment Indicator	CONCEPT	8
11166	High-frequency traders	ORG	5
11167	EIA	ORG/GOV	6
11168	Algorithm	CONCEPT	8
11170	Shlomo Filber	PERSON	0
11171	ECB Policies	CONCEPT	8
11172	Higher Mortgage Rates	ECON_INDICATOR	9
11173	E-cigarettes	PRODUCT	10
11174	Shooter	PERSON	0
11176	Margaret Hunter	PERSON	0
11178	Republican Governors Association	ORG	5
11179	Condensate	PRODUCT	10
11181	Alice Wells	PERSON	0
11182	Hindenburg Research	ORG	5
11183	Duke Energy	ORG	5
11184	Hispanics	PERSON	0
11185	Duchess of Sussex	PERSON	0
11186	Wild Boars soccer team	ORG	5
11187	Shuntaro Furukawa	PERSON	0
11188	He	PERSON	0
11189	Elaine Herzberg	PERSON	0
11190	Racism	CONCEPT	8
11191	Hawaii Emergency Management Agency	ORG	5
11192	Ed Royce	PERSON	0
11193	Monetary Policy Changes	EVENT	3
11194	Mario Antonio Palacios	PERSON	0
11195	Maricopa County	GPE	1
11196	Real-estate developers	SECTOR	11
11197	Heather Briccetti	PERSON	0
11198	Heather Heyer	PERSON	0
11199	Real-estate agents	ORG	5
11200	Heather Morgan	PERSON	0
11201	Alexander Boykov	PERSON	0
11202	Mark Feidler	PERSON	0
11203	Mohit Bajaj	PERSON	0
11204	Health System	ORG	5
11205	Mark Heppenstall	PERSON	0
11206	Refiners	ORG	5
11208	Mohamed Anwar Sadat	PERSON	0
11209	Women’s March Youth Empower	ORG	5
11211	Mark Levine	PERSON	0
11212	Harvard Business School	ORG	5
11214	Harvard Medical School	ORG	5
11218	Seth Frotman	PERSON	0
11219	Elected Officials	PERSON	0
11221	Moody’s	ORG	5
11222	Dutch government	ORG/GOV	6
11223	Health-Care Sector	SECTOR	11
11225	Security Council	ORG/GOV	6
11226	Green Bonds	FIN_INSTRUMENT	4
11227	Esty Dwek	PERSON	0
11229	Selloff	EVENT	3
11230	Ethiopian People’s Revolutionary Democratic Front	ORG/GOV	6
11233	Semiconductor Companies	SECTOR	11
11234	Rep. Nancy Pelosi	PERSON	0
11235	Greenbriar Equity Group	ORG	5
11236	Greenland	GPE	1
11238	Agricultural Production	CONCEPT	8
11239	Sen. Angus King	PERSON	0
11240	Sen. Bob Menendez	PERSON	0
11241	Xia Haijun	PERSON	0
11242	Escondida	ORG	5
11243	Eric Holder	PERSON	0
11244	Great Depression	EVENT	3
11246	Government Forces	ORG/GOV	6
11247	Scott Brown	PERSON	0
11248	Europeans	GPE	1
11249	Government Policies	CONCEPT	8
11250	Martyn Willsher	PERSON	0
11251	Scott Nuttall	PERSON	0
11252	Mining	SECTOR	11
11253	Scott Skyrm	PERSON	0
11254	Xinjiang Production and Construction Corps	ORG	5
11255	Securities	FIN_INSTRUMENT	4
11256	Reg A+	PRODUCT	10
11257	Secured Overnight Financing Rate	FIN_INSTRUMENT	4
11258	High Energy Prices	ECON_INDICATOR	9
11259	Hermes Investment Management	ORG	5
11262	Economic Policies	CONCEPT	8
11263	Maria Vullo	PERSON	0
11264	Economic Pain	CONCEPT	8
11265	Wilmington	GPE	1
11266	Maria Cantwell	PERSON	0
11267	Shipments	CONCEPT	8
11268	William Taylor	PERSON	0
11269	Henry Kissinger	PERSON	0
11273	Shippers	ORG	5
11274	Earnings Report	CONCEPT	8
11275	Henry Walke	PERSON	0
11276	EUR/USD	FIN_INSTRUMENT	4
11277	EU officials	ORG/GOV	6
11278	EU foreign ministers	PERSON	0
11279	EU countries	GPE	1
11280	Money Supply	ECON_INDICATOR	9
11281	ETF Managers Group LLC	ORG	5
11284	Hang Seng China Enterprises Index	FIN_INSTRUMENT	4
11285	Elizabeth MacDonough	PERSON	0
11286	Great Lakes Justice Center	ORG	5
11287	Heat	CONCEPT	8
11288	Health-Care Investors	ORG	5
11289	Yoel Roth	PERSON	0
11290	Frank Cappelleri	PERSON	0
11291	Russian Meddling	EVENT	3
11292	Fracking	CONCEPT	8
11293	912796RY7	FIN_INSTRUMENT	4
11294	Russian Oil Minister Alexander Novak	PERSON	0
11295	Robert Swan	PERSON	0
11296	labor markets	CONCEPT	8
11297	403(b) plans	PRODUCT	10
11298	French Police	ORG	5
11299	French President	PERSON	0
11300	Rodolfo Hernández	PERSON	0
11301	Miami Beach	GPE	1
11303	GOP Governors	PERSON	0
11304	Michael Antonelli	PERSON	0
11305	trade pact	CONCEPT	8
11306	Futures Industry Association	ORG	5
11307	GPE	GPE	1
11308	trade fight	CONCEPT	8
11309	Ron Wright	PERSON	0
11310	Fundamentals	CONCEPT	8
11312	Ron Herrera	PERSON	0
11314	Galaxy S9	PRODUCT	10
11317	Gang Violence	EVENT	3
11318	Mexican officials	PERSON	0
11319	Fuel Demand	CONCEPT	8
11320	Francis Collins	PERSON	0
11321	Gateway Program	CONCEPT	8
11322	Gantz	PERSON	0
11323	Michael Bowman	PERSON	0
11324	Max Harris	PERSON	0
11325	Global Trade War	EVENT	3
11326	FTSE 100 index	FIN_INSTRUMENT	4
11327	Global Warming	EVENT	3
11329	Migrant Workers	PERSON	0
11330	Global supply chains	CONCEPT	8
11331	Sara Duterte-Carpio	PERSON	0
11332	Sara Gideon	PERSON	0
11333	Faisal Hussain	PERSON	0
11335	Factory Output	ECON_INDICATOR	9
11336	Adama Traoré	PERSON	0
11337	Gold for December delivery	PRODUCT	10
11338	Ri Yong Ho	PERSON	0
11339	Ever Given container ship	ORG	5
11340	Abbas Gallyamov	PERSON	0
11342	Metropolitan Police	ORG/GOV	6
11343	Gary Ross	PERSON	0
11344	Russian Direct Investment Fund	ORG	5
11345	Freedom Convoy	ORG	5
11347	Gasoline Shortages	EVENT	3
11348	Gasoline futures	FIN_INSTRUMENT	4
11349	Russian Energy	PRODUCT	10
11350	Russian Foreign Minister Sergei Lavrov	PERSON	0
11351	Fred Yang	PERSON	0
11352	5G services	PRODUCT	10
11353	Mexican Inflation	ECON_INDICATOR	9
11354	Roger Severino	PERSON	0
11355	Health-Care Costs	ECON_INDICATOR	9
11356	Forest Service	ORG/GOV	6
11357	Foreign governments	ORG	5
11358	Foreign buyers	PERSON	0
11359	Foreign Ministry	ORG/GOV	6
11360	Foreign Minister Marcelo Ebrard	PERSON	0
11361	Merchants	PERSON	0
11363	Florida Legislature	ORG	5
11364	Robert Schellenberg	PERSON	0
11365	iPhone XS	PRODUCT	10
11367	Robert Rubin	PERSON	0
11368	Russian hackers	PERSON	0
11369	Robert Pitman	PERSON	0
11370	Russian intelligence	ORG/GOV	6
11371	iPhone XR	PRODUCT	10
11372	ADP report	PRODUCT	10
11373	Food	PRODUCT	10
11374	Gen. Qassem Soleimani	PERSON	0
11375	Foreign Investments	ECON_INDICATOR	9
11376	Events	EVENT	3
11377	Yangtze River	GPE	1
11378	Scott Brady	PERSON	0
11379	Mark Cuban	PERSON	0
11380	Alessandra Biaggi	PERSON	0
11381	Rear Adm. Michael Weahkee	PERSON	0
11382	Health insurance	CONCEPT	8
11383	Mark Begich	PERSON	0
11384	Cryptocurrency companies	ORG	5
11385	Edward Meir	PERSON	0
11386	iShares	PRODUCT	10
11388	Fund	ORG/REG	7
11389	Forrester	ORG	5
11391	Fossil Fuels	SECTOR	11
11392	Russian citizens	PERSON	0
11393	Michael L. Taylor	PERSON	0
11394	criticism	CONCEPT	8
11395	Rust	PRODUCT	10
11396	FlightAware	FIN_INSTRUMENT	4
11397	budget deficit	CONCEPT	8
11398	Robert Koch Institute	ORG/GOV	6
11399	Robert Jackson Jr.	PERSON	0
11400	Robert Habeck	PERSON	0
11401	Mellody Hobson	PERSON	0
11402	ASEAN	ORG	5
11403	Florida Department of Health	ORG/GOV	6
11404	Geopolitics	CONCEPT	8
11405	Geordie Wilkes	PERSON	0
11406	Financials	ORG	5
11407	George Pataki	PERSON	0
11408	Financial Stability Board	ORG	5
11409	Financial Sector	SECTOR	11
11412	Financial Companies	ORG	5
11413	Financial Aid	CONCEPT	8
11414	Financial Action Task Force	ORG	5
11416	Ritterbusch & Associates	ORG	5
11417	Russian state	GPE	1
11418	Robert Mujica	PERSON	0
11419	Budweiser	PRODUCT	10
11420	Disease Spread	CONCEPT	8
11421	Commodity Futures	FIN_INSTRUMENT	4
11422	John Hopkins University	ORG	5
11423	Cardinal Sean O’Malley	PERSON	0
11424	Cardinal Marc Ouellet	PERSON	0
11425	Oleksii Reznikov	PERSON	0
11426	Upfront Ventures	ORG	5
11427	Urjit Patel	PERSON	0
11428	John Pierce	PERSON	0
11429	Center for Biological Diversity	ORG	5
11430	Omicron BA.2	ORG	5
11431	Center for American Progress	ORG	5
11433	John Kilduff	PERSON	0
11434	Trans-Pacific Partnership	CONCEPT	8
11435	Baby Boomers	PERSON	0
11436	V-shaped recovery	CONCEPT	8
11437	Jonathan Miller	PERSON	0
11438	Cardinals	PERSON	0
11439	Tripoli	GPE	1
11440	Jonathan Golub	PERSON	0
11442	Jon Husted	PERSON	0
11443	Jon Huntsman	PERSON	0
11444	Treasury and Mortgage Securities	FIN_INSTRUMENT	4
11445	Johnny Isakson	PERSON	0
11446	Carolina Panthers	ORG	5
11447	Caroline Bain	PERSON	0
11448	Oleksiy Arestovych	PERSON	0
11449	National Association of Manufacturers	ORG	5
11450	Oleksiy Danilov	PERSON	0
11451	Treasury Bonds	FIN_INSTRUMENT	4
11452	Oligarchs	PERSON	0
11453	National Association of Insurance Commissioners	ORG/GOV	6
11454	Cedric Chanu	PERSON	0
11455	Cecilia Rouse	PERSON	0
11456	Substance Abuse and Mental Health Services Administration	ORG/GOV	6
11457	National Cyber Security Centre	ORG/GOV	6
11458	Obamacare	CONCEPT	8
11460	Julia Pollak	PERSON	0
11461	Oak Fire	EVENT	3
11462	Turkish Officials	ORG/GOV	6
11464	California Gov. Gavin Newsom	PERSON	0
11465	Cathy McMorris Rodgers	PERSON	0
11466	National Economic Council	ORG	5
11467	Lawsuits	CONCEPT	8
11468	National Economy	CONCEPT	8
11470	California Attorney General Xavier Becerra	PERSON	0
11471	OPIS	ORG	5
11472	Judge Yvonne Gonzalez Rogers	PERSON	0
11473	Turkish military	ORG	5
11474	National Crime Agency	ORG/GOV	6
11475	Cambridge Associates LLC	ORG	5
11476	Judge Dana Sabraw	PERSON	0
11477	Trump Administration Officials	ORG/GOV	6
11478	Joseph Cuffari	PERSON	0
11479	Online Brokerages	ORG	5
11481	Baiju Bhatt	PERSON	0
11482	Utilities Stocks	FIN_INSTRUMENT	4
11483	Catalan separatist movement	ORG/GOV	6
11484	Travel Ban	CONCEPT	8
11485	Uvalde Consolidated Independent School District	ORG/GOV	6
11486	Transportation Costs	ECON_INDICATOR	9
11487	Omicron Surges	EVENT	3
11488	Catholic Social Services	ORG	5
11489	Carsten Brzeski	PERSON	0
11491	Digital Marketplace	CONCEPT	8
11492	Mark Walker	PERSON	0
11494	Guo Shuqing	PERSON	0
11495	Rep. Adam Kinzinger	PERSON	0
11496	Al Aqsa mosque	GPE	1
11497	Employment Data	ECON_INDICATOR	9
11498	Al Gore	PERSON	0
11499	Employee Benefit Research Institute	ORG	5
11500	Related Cos.	ORG	5
11501	Gérald Darmanin	PERSON	0
11502	Moda Health Plan Inc.	ORG	5
11503	Moammar Gadhafi	PERSON	0
11504	Renewable Energy Sector	SECTOR	11
11505	Alan Dershowitz	PERSON	0
11506	Sen. Tim Scott	PERSON	0
11507	Rep. Karen Bass	PERSON	0
11508	Ahmad Massoud	PERSON	0
11509	Driverless Cars	PRODUCT	10
11510	Minneapolis Mayor Jacob Frey	PERSON	0
11511	Gradual Rate Rises	EVENT	3
11512	Seattle Area	GPE	1
11513	Martin Flodén	PERSON	0
11514	European Banking Authority	ORG/REG	7
11516	Afghan Women	PERSON	0
11517	Afghan Taliban	ORG	5
11518	Minnesota Sen. Amy Klobuchar	PERSON	0
11519	Governor Dannel Malloy	PERSON	0
11520	European Investment Fund	ORG	5
11521	Governor	PERSON	0
11522	Grasberg	PRODUCT	10
11523	Provocations	CONCEPT	8
11524	Workforce	CONCEPT	8
11525	Regulatory Scrutiny	CONCEPT	8
11526	Intelligence Committee	ORG/GOV	6
11528	Entrepreneurs	PERSON	0
11529	World Trade Center	GPE	1
11530	Guam	GPE	1
11531	Enrique Lores	PERSON	0
11532	Guardian Angels	ORG	5
11533	Market expectations	CONCEPT	8
11534	Guinea	GPE	1
11535	Halyna Hutchins	PERSON	0
11537	Gulf Coast	GPE	1
11538	Energy Investors	PERSON	0
11539	Gulf of Oman	GPE	1
11540	Mark Weinberger	PERSON	0
11541	Mitchell Barak	PERSON	0
11542	XRP	FIN_INSTRUMENT	4
11543	Sen. John Kennedy	PERSON	0
11544	Xana Kernodle	PERSON	0
11545	Equanimity	PRODUCT	10
11547	Equities	FIN_INSTRUMENT	4
11548	Equity Markets	SECTOR	11
11549	Greg Walden	PERSON	0
11550	Missouri Attorney General Eric Schmitt	PERSON	0
11551	World War I	EVENT	3
11553	Greg Fischer	PERSON	0
11554	Renaissance	ORG	5
11555	Hamptons	GPE	1
11556	Moderate Democrats	ORG	5
11557	Alan Ruskin	PERSON	0
11558	Regulation	CONCEPT	8
11559	Calf Canyon Fire	EVENT	3
11560	California Governor	PERSON	0
11561	Capitol Police Officer	PERSON	0
11562	Trade frictions	CONCEPT	8
11563	Trade Spat	EVENT	3
11564	Trade Talks with U.S.	EVENT	3
11565	John Foust	PERSON	0
11566	Lenin Moreno	PERSON	0
11567	Central Bank Policies	CONCEPT	8
11569	Touchdown Ventures	ORG/GOV	6
11570	Chesapeake	GPE	1
11572	Options	FIN_INSTRUMENT	4
11573	Charles Cooper	PERSON	0
11574	Toll Brothers Inc.	ORG	5
11576	Nate McMurray	PERSON	0
11577	Central Banking Newsletter	CONCEPT	8
11580	Opposition Parties	ORG	5
11581	Chairman Jerome Powell	PERSON	0
11583	Champlain Towers	ORG	5
11584	Opponents	PERSON	0
11585	John Demers	PERSON	0
11586	Vaccination Program	EVENT	3
11587	Chancellor Kathaleen McCormick	PERSON	0
11589	Vaccination campaign	EVENT	3
11590	BA.2.12.1	EVENT	3
11591	B.1.617.2	EVENT	3
11592	Chicago Stock Exchange	ORG	5
11594	Oversight Board	ORG	5
11595	Job losses	CONCEPT	8
11596	Ocean Carriers	ORG	5
11597	Ukraine military	ORG	5
11599	U.S. and Canada	GPE	1
11600	National Transportation Safety Committee	ORG/GOV	6
11602	Botham Jean	PERSON	0
11603	Kevin Daly	PERSON	0
11604	Kevin O’Connor	PERSON	0
11605	Cheniere Energy Inc.	ORG	5
11606	Ukraine and Russia	GPE	1
11607	Big Technology Companies	ORG	5
11608	Kentucky Attorney General	PERSON	0
11609	Khabarovsk	GPE	1
11610	New York City Housing Authority	ORG	5
11611	Bond	FIN_INSTRUMENT	4
11613	Attorneys	PERSON	0
11614	Tyre Sampson	PERSON	0
11615	John Clancey	PERSON	0
11616	Vaccine Candidate	PRODUCT	10
11617	Tom di Galoma	PERSON	0
11619	Vaccine Makers	ORG	5
11620	Charles Morrison	PERSON	0
11621	Tom Tugendhat	PERSON	0
11622	John Barrasso	PERSON	0
11623	Joel Souza	PERSON	0
11624	BDS movement	CONCEPT	8
11625	Nathan Janzen	PERSON	0
11626	Nathan Deal	PERSON	0
11627	Chelsea FC	ORG	5
11628	ChemChina	ORG	5
11630	Palestinian Officials	PERSON	0
11632	Trade uncertainty	CONCEPT	8
11633	University of Maryland Medical Center	ORG	5
11634	Canada Border Services Agency	ORG	5
11635	Juan Carlos Cruz	PERSON	0
11637	Canadian crude	PRODUCT	10
11638	John Gleeson	PERSON	0
11640	Australian Competition and Consumer Commission	ORG/GOV	6
11641	Pacific Maritime Association	ORG	5
11643	Tim Killian	PERSON	0
11645	China Technology	SECTOR	11
11647	Odessa	GPE	1
11648	João Doria	PERSON	0
11649	University of Maryland Medical System	ORG	5
11651	Canadian Prime Minister	PERSON	0
11652	José Ortiz	PERSON	0
11654	Josh Gottheimer	PERSON	0
11655	Cancer	CONCEPT	8
11656	University of Queensland	ORG	5
11658	Bank Underground	ORG	5
11659	Joseph Rosenbaum	PERSON	0
11660	Joseph Pisani	PERSON	0
11661	Trump Tower	GPE	1
11662	Joseph Muscat	PERSON	0
11663	Tunisians	GPE	1
11664	Tim Walz	PERSON	0
11665	China Real Estate Information Corp.	ORG	5
11667	Chinese Tourists	PERSON	0
11668	Libyan National Army	ORG	5
11669	Palestinian health authorities	ORG/GOV	6
11670	G7 Nations	ORG	5
11671	Nafta Negotiators	ORG	5
11672	Jerry Jones	PERSON	0
11674	Palestinian Islamic Jihad	ORG	5
11676	Austerity measures	CONCEPT	8
11677	Austen Hufford	PERSON	0
11678	Chinese Military	ORG	5
11679	Palestinian militants	ORG	5
11681	Chinese Tech Companies	ORG	5
11682	Palo Alto	GPE	1
11683	Vancouver	GPE	1
11684	China’s securities regulator	ORG/REG	7
11685	Vanderbilt University	ORG	5
11686	Lewis Alexander	PERSON	0
11687	China Market Research Group	ORG	5
11689	Li Wenliang	PERSON	0
11690	PCAOB	ORG	5
11691	PE Firms	ORG	5
11692	Jim Kenney	PERSON	0
11693	Average Hourly Earnings	ECON_INDICATOR	9
11694	Autopilot System	PRODUCT	10
11695	Automotive industry	SECTOR	11
11698	Furniture	SECTOR	11
11699	Privacy Law	CONCEPT	8
11700	Oil Sanctions on Iran	CONCEPT	8
11701	Disease Control	CONCEPT	8
11702	District of Columbia Circuit	ORG	5
11703	District	GPE	1
11704	Ports	GPE	1
11705	Portland protests	EVENT	3
11706	Pfizer shots	PRODUCT	10
11707	Displacement	ECON_INDICATOR	9
11708	Pharmaceutical Executive	SECTOR	11
11709	Donation	CONCEPT	8
11710	Discretionary Spending	ECON_INDICATOR	9
11711	Postmaster General Position	CONCEPT	8
11712	Dodd-Frank Law	CONCEPT	8
11713	People’s Republic of China	GPE	1
11714	Third Term in Power	CONCEPT	8
11715	Perception	CONCEPT	8
11716	TikTok Ban	CONCEPT	8
11717	Positive Cases	CONCEPT	8
11718	Personal Loans	PRODUCT	10
11719	Positive Train Control	CONCEPT	8
11720	Doctor	PERSON	0
11721	ETF Market	SECTOR	11
11722	Payouts	CONCEPT	8
11723	Texas Economy	SECTOR	11
11724	Earnings Outlook	CONCEPT	8
11725	Earnings per Share	ECON_INDICATOR	9
11726	East Ukraine	GPE	1
11727	Payments Sector	SECTOR	11
11728	Eastern Libya	GPE	1
11729	Payment Industry	SECTOR	11
11730	Economic Adviser Position	CONCEPT	8
11731	Pregnant Women	PERSON	0
11732	Pay Raises	CONCEPT	8
11733	Build Back Better Act	CONCEPT	8
11734	Donald Trump’s Campaign	EVENT	3
11735	Product Prices	CONCEPT	8
11736	North American Free Trade Agreement Negotiations	EVENT	3
11737	Financial News	CONCEPT	8
11738	Financial Oversight	CONCEPT	8
11739	Financial Reform	ECON_INDICATOR	9
11740	Obama-era Program	EVENT	3
11741	Financial Reports	CONCEPT	8
11742	Protective Equipment	PRODUCT	10
11743	Free Speech Systems LLC	ORG	5
11744	Domestic Market	FIN_INSTRUMENT	4
11745	Fraud Allegations	CONCEPT	8
11746	France Economy	CONCEPT	8
11747	Financial Scandal	CONCEPT	8
11748	Product Development	PRODUCT	10
11749	Financial Situation	CONCEPT	8
11750	Financial System Liquidity	CONCEPT	8
11751	Protester	PERSON	0
11752	Financial Losses	ECON_INDICATOR	9
11753	Financial Instability	CONCEPT	8
11754	Student	PERSON	0
11755	Financial Incentives	CONCEPT	8
11756	Freight Transportation	SECTOR	11
11757	Student Loan Forgiveness Plan	CONCEPT	8
11758	Nuclear Facilities	ORG	5
11759	PPI	CONCEPT	8
11760	Prime Now	PRODUCT	10
11761	Tight monetary policy	CONCEPT	8
11762	Doha, Qatar	GPE	1
11763	Doing Business	PRODUCT	10
11764	Dollar Rally	CONCEPT	8
11765	Dollar Weakening	ECON_INDICATOR	9
11766	Dollar Weakness	CONCEPT	8
11767	Domestic Growth	ECON_INDICATOR	9
11768	Economic Concerns	CONCEPT	8
11769	Territorial Waters	GPE	1
11770	Prescription Drug Prices	CONCEPT	8
11771	Defense Minister	PERSON	0
11772	Deflation	ECON_INDICATOR	9
11773	Deferred Tax Assets	CONCEPT	8
11774	Defenses	CONCEPT	8
11775	Transactions	CONCEPT	8
11776	Defense Officials	PERSON	0
11777	Transmission	CONCEPT	8
11778	Political Impact	CONCEPT	8
11779	Economic Demand	ECON_INDICATOR	9
11780	Defense Cooperation	CONCEPT	8
11781	Default Risk	CONCEPT	8
11782	Defamation Case	CONCEPT	8
11783	Decree	CONCEPT	8
11784	Trading Volatility	CONCEPT	8
11785	Trading System	CONCEPT	8
11786	Deforestation	CONCEPT	8
11787	Deleveraging Campaign	EVENT	3
11788	Political Environment	CONCEPT	8
11789	Trade Bloc	CONCEPT	8
11790	Depreciation	ECON_INDICATOR	9
11791	Deputy	PERSON	0
11792	Places of worship	CONCEPT	8
11793	Digital Platforms	CONCEPT	8
11794	Pistol	PRODUCT	10
11795	Digital Surveillance	CONCEPT	8
11796	Digital Technology	CONCEPT	8
11797	Pipeline	PRODUCT	10
11798	Digital World	CONCEPT	8
11799	Dillon Gage Metals	ORG	5
11801	Title 42 Border Policy	CONCEPT	8
11802	Phone Records	PRODUCT	10
11803	Trade Data	CONCEPT	8
11804	Democracy Movement	EVENT	3
11805	Demographics	CONCEPT	8
11806	Tension	CONCEPT	8
11807	Prescription Painkillers	PRODUCT	10
11808	Power Struggle	EVENT	3
11809	Pension Benefits	CONCEPT	8
11810	Drone Attacks	EVENT	3
11811	Therapy	CONCEPT	8
11812	Power Cuts	CONCEPT	8
11813	Power Generation	CONCEPT	8
11814	Dual Listing	CONCEPT	8
11815	Dutchess County	GPE	1
11816	The Apprentice	PRODUCT	10
11817	Power Prices	ECON_INDICATOR	9
11818	ECB Governing Council	ORG	5
11819	Peace	CONCEPT	8
11820	Text Messages	PRODUCT	10
11821	Pharmacy	SECTOR	11
11822	Political agenda	CONCEPT	8
11823	Phone Calls	CONCEPT	8
11824	Trading Firms	ORG	5
11825	Trading Fees	FIN_INSTRUMENT	4
11826	Democratic Campaign	EVENT	3
11827	Political Career	CONCEPT	8
11828	Political Advertising	CONCEPT	8
11829	Trading Business	SECTOR	11
11830	Political Solution	CONCEPT	8
11831	Policy Outlook	CONCEPT	8
